,Unnamed: 0.1,Unnamed: 0,S/N,Images,Label,Stress?
126,126,126,126,Database/basic/Image/aligned/test/test_0127_aligned.jpg,1,0
127,127,127,127,Database/basic/Image/aligned/test/test_0128_aligned.jpg,4,0
128,128,128,128,Database/basic/Image/aligned/test/test_0129_aligned.jpg,4,0
129,129,129,129,Database/basic/Image/aligned/test/test_0130_aligned.jpg,4,0
130,130,130,130,Database/basic/Image/aligned/test/test_0131_aligned.jpg,4,0
131,131,131,131,Database/basic/Image/aligned/test/test_0132_aligned.jpg,4,0
132,132,132,132,Database/basic/Image/aligned/test/test_0133_aligned.jpg,4,0
133,133,133,133,Database/basic/Image/aligned/test/test_0134_aligned.jpg,5,1
134,134,134,134,Database/basic/Image/aligned/test/test_0135_aligned.jpg,1,0
135,135,135,135,Database/basic/Image/aligned/test/test_0136_aligned.jpg,6,1
136,136,136,136,Database/basic/Image/aligned/test/test_0137_aligned.jpg,4,0
137,137,137,137,Database/basic/Image/aligned/test/test_0138_aligned.jpg,4,0
138,138,138,138,Database/basic/Image/aligned/test/test_0139_aligned.jpg,4,0
139,139,139,139,Database/basic/Image/aligned/test/test_0140_aligned.jpg,4,0
140,140,140,140,Database/basic/Image/aligned/test/test_0141_aligned.jpg,4,0
141,141,141,141,Database/basic/Image/aligned/test/test_0142_aligned.jpg,5,1
142,142,142,142,Database/basic/Image/aligned/test/test_0143_aligned.jpg,4,0
143,143,143,143,Database/basic/Image/aligned/test/test_0144_aligned.jpg,4,0
144,144,144,144,Database/basic/Image/aligned/test/test_0145_aligned.jpg,5,1
145,145,145,145,Database/basic/Image/aligned/test/test_0146_aligned.jpg,3,1
146,146,146,146,Database/basic/Image/aligned/test/test_0147_aligned.jpg,1,0
147,147,147,147,Database/basic/Image/aligned/test/test_0148_aligned.jpg,3,1
148,148,148,148,Database/basic/Image/aligned/test/test_0149_aligned.jpg,3,1
149,149,149,149,Database/basic/Image/aligned/test/test_0150_aligned.jpg,4,0
150,150,150,150,Database/basic/Image/aligned/test/test_0151_aligned.jpg,1,0
151,151,151,151,Database/basic/Image/aligned/test/test_0152_aligned.jpg,5,1
152,152,152,152,Database/basic/Image/aligned/test/test_0153_aligned.jpg,1,0
153,153,153,153,Database/basic/Image/aligned/test/test_0154_aligned.jpg,4,0
154,154,154,154,Database/basic/Image/aligned/test/test_0155_aligned.jpg,1,0
155,155,155,155,Database/basic/Image/aligned/test/test_0156_aligned.jpg,5,1
156,156,156,156,Database/basic/Image/aligned/test/test_0157_aligned.jpg,4,0
157,157,157,157,Database/basic/Image/aligned/test/test_0158_aligned.jpg,4,0
158,158,158,158,Database/basic/Image/aligned/test/test_0159_aligned.jpg,4,0
159,159,159,159,Database/basic/Image/aligned/test/test_0160_aligned.jpg,5,1
160,160,160,160,Database/basic/Image/aligned/test/test_0161_aligned.jpg,4,0
161,161,161,161,Database/basic/Image/aligned/test/test_0162_aligned.jpg,5,1
162,162,162,162,Database/basic/Image/aligned/test/test_0163_aligned.jpg,1,0
163,163,163,163,Database/basic/Image/aligned/test/test_0164_aligned.jpg,5,1
164,164,164,164,Database/basic/Image/aligned/test/test_0165_aligned.jpg,1,0
165,165,165,165,Database/basic/Image/aligned/test/test_0166_aligned.jpg,4,0
166,166,166,166,Database/basic/Image/aligned/test/test_0167_aligned.jpg,4,0
167,167,167,167,Database/basic/Image/aligned/test/test_0168_aligned.jpg,1,0
168,168,168,168,Database/basic/Image/aligned/test/test_0169_aligned.jpg,1,0
169,169,169,169,Database/basic/Image/aligned/test/test_0170_aligned.jpg,4,0
170,170,170,170,Database/basic/Image/aligned/test/test_0171_aligned.jpg,5,1
171,171,171,171,Database/basic/Image/aligned/test/test_0172_aligned.jpg,3,1
172,172,172,172,Database/basic/Image/aligned/test/test_0173_aligned.jpg,4,0
173,173,173,173,Database/basic/Image/aligned/test/test_0174_aligned.jpg,4,0
174,174,174,174,Database/basic/Image/aligned/test/test_0175_aligned.jpg,4,0
175,175,175,175,Database/basic/Image/aligned/test/test_0176_aligned.jpg,4,0
176,176,176,176,Database/basic/Image/aligned/test/test_0177_aligned.jpg,4,0
177,177,177,177,Database/basic/Image/aligned/test/test_0178_aligned.jpg,4,0
178,178,178,178,Database/basic/Image/aligned/test/test_0179_aligned.jpg,4,0
179,179,179,179,Database/basic/Image/aligned/test/test_0180_aligned.jpg,5,1
180,180,180,180,Database/basic/Image/aligned/test/test_0181_aligned.jpg,4,0
181,181,181,181,Database/basic/Image/aligned/test/test_0182_aligned.jpg,4,0
182,182,182,182,Database/basic/Image/aligned/test/test_0183_aligned.jpg,4,0
183,183,183,183,Database/basic/Image/aligned/test/test_0184_aligned.jpg,4,0
184,184,184,184,Database/basic/Image/aligned/test/test_0185_aligned.jpg,6,1
185,185,185,185,Database/basic/Image/aligned/test/test_0186_aligned.jpg,6,1
186,186,186,186,Database/basic/Image/aligned/test/test_0187_aligned.jpg,1,0
187,187,187,187,Database/basic/Image/aligned/test/test_0188_aligned.jpg,4,0
188,188,188,188,Database/basic/Image/aligned/test/test_0189_aligned.jpg,1,0
189,189,189,189,Database/basic/Image/aligned/test/test_0190_aligned.jpg,6,1
190,190,190,190,Database/basic/Image/aligned/test/test_0191_aligned.jpg,4,0
191,191,191,191,Database/basic/Image/aligned/test/test_0192_aligned.jpg,4,0
192,192,192,192,Database/basic/Image/aligned/test/test_0193_aligned.jpg,4,0
193,193,193,193,Database/basic/Image/aligned/test/test_0194_aligned.jpg,4,0
194,194,194,194,Database/basic/Image/aligned/test/test_0195_aligned.jpg,1,0
195,195,195,195,Database/basic/Image/aligned/test/test_0196_aligned.jpg,1,0
196,196,196,196,Database/basic/Image/aligned/test/test_0197_aligned.jpg,1,0
197,197,197,197,Database/basic/Image/aligned/test/test_0198_aligned.jpg,1,0
198,198,198,198,Database/basic/Image/aligned/test/test_0199_aligned.jpg,4,0
199,199,199,199,Database/basic/Image/aligned/test/test_0200_aligned.jpg,1,0
200,200,200,200,Database/basic/Image/aligned/test/test_0201_aligned.jpg,6,1
201,201,201,201,Database/basic/Image/aligned/test/test_0202_aligned.jpg,5,1
202,202,202,202,Database/basic/Image/aligned/test/test_0203_aligned.jpg,5,1
203,203,203,203,Database/basic/Image/aligned/test/test_0204_aligned.jpg,4,0
204,204,204,204,Database/basic/Image/aligned/test/test_0205_aligned.jpg,5,1
205,205,205,205,Database/basic/Image/aligned/test/test_0206_aligned.jpg,4,0
206,206,206,206,Database/basic/Image/aligned/test/test_0207_aligned.jpg,1,0
207,207,207,207,Database/basic/Image/aligned/test/test_0208_aligned.jpg,4,0
208,208,208,208,Database/basic/Image/aligned/test/test_0209_aligned.jpg,4,0
209,209,209,209,Database/basic/Image/aligned/test/test_0210_aligned.jpg,5,1
210,210,210,210,Database/basic/Image/aligned/test/test_0211_aligned.jpg,5,1
211,211,211,211,Database/basic/Image/aligned/test/test_0212_aligned.jpg,4,0
212,212,212,212,Database/basic/Image/aligned/test/test_0213_aligned.jpg,4,0
213,213,213,213,Database/basic/Image/aligned/test/test_0214_aligned.jpg,1,0
214,214,214,214,Database/basic/Image/aligned/test/test_0215_aligned.jpg,6,1
215,215,215,215,Database/basic/Image/aligned/test/test_0216_aligned.jpg,6,1
216,216,216,216,Database/basic/Image/aligned/test/test_0217_aligned.jpg,5,1
217,217,217,217,Database/basic/Image/aligned/test/test_0218_aligned.jpg,1,0
218,218,218,218,Database/basic/Image/aligned/test/test_0219_aligned.jpg,1,0
219,219,219,219,Database/basic/Image/aligned/test/test_0220_aligned.jpg,5,1
220,220,220,220,Database/basic/Image/aligned/test/test_0221_aligned.jpg,4,0
221,221,221,221,Database/basic/Image/aligned/test/test_0222_aligned.jpg,4,0
222,222,222,222,Database/basic/Image/aligned/test/test_0223_aligned.jpg,4,0
223,223,223,223,Database/basic/Image/aligned/test/test_0224_aligned.jpg,4,0
224,224,224,224,Database/basic/Image/aligned/test/test_0225_aligned.jpg,6,1
225,225,225,225,Database/basic/Image/aligned/test/test_0226_aligned.jpg,1,0
226,226,226,226,Database/basic/Image/aligned/test/test_0227_aligned.jpg,4,0
227,227,227,227,Database/basic/Image/aligned/test/test_0228_aligned.jpg,6,1
228,228,228,228,Database/basic/Image/aligned/test/test_0229_aligned.jpg,5,1
229,229,229,229,Database/basic/Image/aligned/test/test_0230_aligned.jpg,4,0
230,230,230,230,Database/basic/Image/aligned/test/test_0231_aligned.jpg,4,0
231,231,231,231,Database/basic/Image/aligned/test/test_0232_aligned.jpg,4,0
232,232,232,232,Database/basic/Image/aligned/test/test_0233_aligned.jpg,4,0
233,233,233,233,Database/basic/Image/aligned/test/test_0234_aligned.jpg,4,0
234,234,234,234,Database/basic/Image/aligned/test/test_0235_aligned.jpg,1,0
235,235,235,235,Database/basic/Image/aligned/test/test_0236_aligned.jpg,4,0
236,236,236,236,Database/basic/Image/aligned/test/test_0237_aligned.jpg,4,0
237,237,237,237,Database/basic/Image/aligned/test/test_0238_aligned.jpg,4,0
238,238,238,238,Database/basic/Image/aligned/test/test_0239_aligned.jpg,4,0
239,239,239,239,Database/basic/Image/aligned/test/test_0240_aligned.jpg,5,1
240,240,240,240,Database/basic/Image/aligned/test/test_0241_aligned.jpg,1,0
241,241,241,241,Database/basic/Image/aligned/test/test_0242_aligned.jpg,5,1
242,242,242,242,Database/basic/Image/aligned/test/test_0243_aligned.jpg,1,0
243,243,243,243,Database/basic/Image/aligned/test/test_0244_aligned.jpg,6,1
244,244,244,244,Database/basic/Image/aligned/test/test_0245_aligned.jpg,1,0
245,245,245,245,Database/basic/Image/aligned/test/test_0246_aligned.jpg,1,0
246,246,246,246,Database/basic/Image/aligned/test/test_0247_aligned.jpg,4,0
247,247,247,247,Database/basic/Image/aligned/test/test_0248_aligned.jpg,4,0
248,248,248,248,Database/basic/Image/aligned/test/test_0249_aligned.jpg,1,0
249,249,249,249,Database/basic/Image/aligned/test/test_0250_aligned.jpg,4,0
250,250,250,250,Database/basic/Image/aligned/test/test_0251_aligned.jpg,4,0
251,251,251,251,Database/basic/Image/aligned/test/test_0252_aligned.jpg,4,0
252,252,252,252,Database/basic/Image/aligned/test/test_0253_aligned.jpg,4,0
253,253,253,253,Database/basic/Image/aligned/test/test_0254_aligned.jpg,4,0
254,254,254,254,Database/basic/Image/aligned/test/test_0255_aligned.jpg,4,0
255,255,255,255,Database/basic/Image/aligned/test/test_0256_aligned.jpg,4,0
256,256,256,256,Database/basic/Image/aligned/test/test_0257_aligned.jpg,4,0
257,257,257,257,Database/basic/Image/aligned/test/test_0258_aligned.jpg,4,0
258,258,258,258,Database/basic/Image/aligned/test/test_0259_aligned.jpg,1,0
259,259,259,259,Database/basic/Image/aligned/test/test_0260_aligned.jpg,4,0
260,260,260,260,Database/basic/Image/aligned/test/test_0261_aligned.jpg,4,0
261,261,261,261,Database/basic/Image/aligned/test/test_0262_aligned.jpg,4,0
262,262,262,262,Database/basic/Image/aligned/test/test_0263_aligned.jpg,3,1
263,263,263,263,Database/basic/Image/aligned/test/test_0264_aligned.jpg,5,1
264,264,264,264,Database/basic/Image/aligned/test/test_0265_aligned.jpg,4,0
265,265,265,265,Database/basic/Image/aligned/test/test_0266_aligned.jpg,4,0
266,266,266,266,Database/basic/Image/aligned/test/test_0267_aligned.jpg,4,0
267,267,267,267,Database/basic/Image/aligned/test/test_0268_aligned.jpg,4,0
268,268,268,268,Database/basic/Image/aligned/test/test_0269_aligned.jpg,4,0
269,269,269,269,Database/basic/Image/aligned/test/test_0270_aligned.jpg,4,0
270,270,270,270,Database/basic/Image/aligned/test/test_0271_aligned.jpg,4,0
271,271,271,271,Database/basic/Image/aligned/test/test_0272_aligned.jpg,4,0
272,272,272,272,Database/basic/Image/aligned/test/test_0273_aligned.jpg,5,1
273,273,273,273,Database/basic/Image/aligned/test/test_0274_aligned.jpg,2,1
274,274,274,274,Database/basic/Image/aligned/test/test_0275_aligned.jpg,4,0
275,275,275,275,Database/basic/Image/aligned/test/test_0276_aligned.jpg,5,1
276,276,276,276,Database/basic/Image/aligned/test/test_0277_aligned.jpg,4,0
277,277,277,277,Database/basic/Image/aligned/test/test_0278_aligned.jpg,5,1
278,278,278,278,Database/basic/Image/aligned/test/test_0279_aligned.jpg,4,0
279,279,279,279,Database/basic/Image/aligned/test/test_0280_aligned.jpg,3,1
280,280,280,280,Database/basic/Image/aligned/test/test_0281_aligned.jpg,3,1
281,281,281,281,Database/basic/Image/aligned/test/test_0282_aligned.jpg,4,0
282,282,282,282,Database/basic/Image/aligned/test/test_0283_aligned.jpg,3,1
283,283,283,283,Database/basic/Image/aligned/test/test_0284_aligned.jpg,5,1
284,284,284,284,Database/basic/Image/aligned/test/test_0285_aligned.jpg,4,0
285,285,285,285,Database/basic/Image/aligned/test/test_0286_aligned.jpg,6,1
286,286,286,286,Database/basic/Image/aligned/test/test_0287_aligned.jpg,4,0
287,287,287,287,Database/basic/Image/aligned/test/test_0288_aligned.jpg,1,0
288,288,288,288,Database/basic/Image/aligned/test/test_0289_aligned.jpg,4,0
289,289,289,289,Database/basic/Image/aligned/test/test_0290_aligned.jpg,5,1
290,290,290,290,Database/basic/Image/aligned/test/test_0291_aligned.jpg,4,0
291,291,291,291,Database/basic/Image/aligned/test/test_0292_aligned.jpg,4,0
292,292,292,292,Database/basic/Image/aligned/test/test_0293_aligned.jpg,1,0
293,293,293,293,Database/basic/Image/aligned/test/test_0294_aligned.jpg,1,0
294,294,294,294,Database/basic/Image/aligned/test/test_0295_aligned.jpg,6,1
295,295,295,295,Database/basic/Image/aligned/test/test_0296_aligned.jpg,6,1
296,296,296,296,Database/basic/Image/aligned/test/test_0297_aligned.jpg,1,0
297,297,297,297,Database/basic/Image/aligned/test/test_0298_aligned.jpg,5,1
298,298,298,298,Database/basic/Image/aligned/test/test_0299_aligned.jpg,1,0
299,299,299,299,Database/basic/Image/aligned/test/test_0300_aligned.jpg,5,1
300,300,300,300,Database/basic/Image/aligned/test/test_0301_aligned.jpg,6,1
301,301,301,301,Database/basic/Image/aligned/test/test_0302_aligned.jpg,4,0
302,302,302,302,Database/basic/Image/aligned/test/test_0303_aligned.jpg,4,0
303,303,303,303,Database/basic/Image/aligned/test/test_0304_aligned.jpg,4,0
304,304,304,304,Database/basic/Image/aligned/test/test_0305_aligned.jpg,4,0
305,305,305,305,Database/basic/Image/aligned/test/test_0306_aligned.jpg,4,0
306,306,306,306,Database/basic/Image/aligned/test/test_0307_aligned.jpg,4,0
307,307,307,307,Database/basic/Image/aligned/test/test_0308_aligned.jpg,4,0
308,308,308,308,Database/basic/Image/aligned/test/test_0309_aligned.jpg,4,0
309,309,309,309,Database/basic/Image/aligned/test/test_0310_aligned.jpg,4,0
310,310,310,310,Database/basic/Image/aligned/test/test_0311_aligned.jpg,4,0
311,311,311,311,Database/basic/Image/aligned/test/test_0312_aligned.jpg,4,0
312,312,312,312,Database/basic/Image/aligned/test/test_0313_aligned.jpg,4,0
313,313,313,313,Database/basic/Image/aligned/test/test_0314_aligned.jpg,1,0
314,314,314,314,Database/basic/Image/aligned/test/test_0315_aligned.jpg,5,1
315,315,315,315,Database/basic/Image/aligned/test/test_0316_aligned.jpg,1,0
316,316,316,316,Database/basic/Image/aligned/test/test_0317_aligned.jpg,4,0
317,317,317,317,Database/basic/Image/aligned/test/test_0318_aligned.jpg,5,1
318,318,318,318,Database/basic/Image/aligned/test/test_0319_aligned.jpg,5,1
319,319,319,319,Database/basic/Image/aligned/test/test_0320_aligned.jpg,4,0
320,320,320,320,Database/basic/Image/aligned/test/test_0321_aligned.jpg,6,1
321,321,321,321,Database/basic/Image/aligned/test/test_0322_aligned.jpg,4,0
322,322,322,322,Database/basic/Image/aligned/test/test_0323_aligned.jpg,5,1
323,323,323,323,Database/basic/Image/aligned/test/test_0324_aligned.jpg,4,0
324,324,324,324,Database/basic/Image/aligned/test/test_0325_aligned.jpg,1,0
325,325,325,325,Database/basic/Image/aligned/test/test_0326_aligned.jpg,1,0
326,326,326,326,Database/basic/Image/aligned/test/test_0327_aligned.jpg,6,1
327,327,327,327,Database/basic/Image/aligned/test/test_0328_aligned.jpg,5,1
328,328,328,328,Database/basic/Image/aligned/test/test_0329_aligned.jpg,4,0
329,329,329,329,Database/basic/Image/aligned/test/test_0330_aligned.jpg,4,0
330,330,330,330,Database/basic/Image/aligned/test/test_0331_aligned.jpg,4,0
331,331,331,331,Database/basic/Image/aligned/test/test_0332_aligned.jpg,4,0
332,332,332,332,Database/basic/Image/aligned/test/test_0333_aligned.jpg,4,0
333,333,333,333,Database/basic/Image/aligned/test/test_0334_aligned.jpg,4,0
334,334,334,334,Database/basic/Image/aligned/test/test_0335_aligned.jpg,4,0
335,335,335,335,Database/basic/Image/aligned/test/test_0336_aligned.jpg,5,1
336,336,336,336,Database/basic/Image/aligned/test/test_0337_aligned.jpg,4,0
337,337,337,337,Database/basic/Image/aligned/test/test_0338_aligned.jpg,4,0
338,338,338,338,Database/basic/Image/aligned/test/test_0339_aligned.jpg,5,1
339,339,339,339,Database/basic/Image/aligned/test/test_0340_aligned.jpg,1,0
340,340,340,340,Database/basic/Image/aligned/test/test_0341_aligned.jpg,5,1
341,341,341,341,Database/basic/Image/aligned/test/test_0342_aligned.jpg,5,1
342,342,342,342,Database/basic/Image/aligned/test/test_0343_aligned.jpg,3,1
343,343,343,343,Database/basic/Image/aligned/test/test_0344_aligned.jpg,5,1
344,344,344,344,Database/basic/Image/aligned/test/test_0345_aligned.jpg,4,0
345,345,345,345,Database/basic/Image/aligned/test/test_0346_aligned.jpg,1,0
346,346,346,346,Database/basic/Image/aligned/test/test_0347_aligned.jpg,6,1
347,347,347,347,Database/basic/Image/aligned/test/test_0348_aligned.jpg,5,1
