,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Images,Label,Stress?
67,67,67,67,Database/basic/Image/aligned/train_00068_aligned.jpg,1,0
68,68,68,68,Database/basic/Image/aligned/train_00069_aligned.jpg,1,0
69,69,69,69,Database/basic/Image/aligned/train_00070_aligned.jpg,6,1
70,70,70,70,Database/basic/Image/aligned/train_00071_aligned.jpg,3,1
71,71,71,71,Database/basic/Image/aligned/train_00072_aligned.jpg,1,0
72,72,72,72,Database/basic/Image/aligned/train_00073_aligned.jpg,4,0
73,73,73,73,Database/basic/Image/aligned/train_00074_aligned.jpg,4,0
74,74,74,74,Database/basic/Image/aligned/train_00075_aligned.jpg,4,0
75,75,75,75,Database/basic/Image/aligned/train_00076_aligned.jpg,4,0
76,76,76,76,Database/basic/Image/aligned/train_00077_aligned.jpg,4,0
77,77,77,77,Database/basic/Image/aligned/train_00078_aligned.jpg,4,0
78,78,78,78,Database/basic/Image/aligned/train_00079_aligned.jpg,4,0
79,79,79,79,Database/basic/Image/aligned/train_00080_aligned.jpg,4,0
80,80,80,80,Database/basic/Image/aligned/train_00081_aligned.jpg,3,1
81,81,81,81,Database/basic/Image/aligned/train_00082_aligned.jpg,4,0
82,82,82,82,Database/basic/Image/aligned/train_00083_aligned.jpg,4,0
83,83,83,83,Database/basic/Image/aligned/train_00084_aligned.jpg,4,0
84,84,84,84,Database/basic/Image/aligned/train_00085_aligned.jpg,4,0
85,85,85,85,Database/basic/Image/aligned/train_00086_aligned.jpg,4,0
86,86,86,86,Database/basic/Image/aligned/train_00087_aligned.jpg,4,0
87,87,87,87,Database/basic/Image/aligned/train_00088_aligned.jpg,5,1
88,88,88,88,Database/basic/Image/aligned/train_00089_aligned.jpg,4,0
89,89,89,89,Database/basic/Image/aligned/train_00090_aligned.jpg,4,0
90,90,90,90,Database/basic/Image/aligned/train_00091_aligned.jpg,1,0
91,91,91,91,Database/basic/Image/aligned/train_00092_aligned.jpg,4,0
92,92,92,92,Database/basic/Image/aligned/train_00093_aligned.jpg,4,0
93,93,93,93,Database/basic/Image/aligned/train_00094_aligned.jpg,4,0
94,94,94,94,Database/basic/Image/aligned/train_00095_aligned.jpg,6,1
95,95,95,95,Database/basic/Image/aligned/train_00096_aligned.jpg,4,0
96,96,96,96,Database/basic/Image/aligned/train_00097_aligned.jpg,5,1
97,97,97,97,Database/basic/Image/aligned/train_00098_aligned.jpg,4,0
98,98,98,98,Database/basic/Image/aligned/train_00099_aligned.jpg,4,0
99,99,99,99,Database/basic/Image/aligned/train_00100_aligned.jpg,4,0
100,100,100,100,Database/basic/Image/aligned/train_00101_aligned.jpg,5,1
101,101,101,101,Database/basic/Image/aligned/train_00102_aligned.jpg,5,1
102,102,102,102,Database/basic/Image/aligned/train_00103_aligned.jpg,3,1
103,103,103,103,Database/basic/Image/aligned/train_00104_aligned.jpg,1,0
104,104,104,104,Database/basic/Image/aligned/train_00105_aligned.jpg,6,1
105,105,105,105,Database/basic/Image/aligned/train_00106_aligned.jpg,1,0
106,106,106,106,Database/basic/Image/aligned/train_00107_aligned.jpg,1,0
107,107,107,107,Database/basic/Image/aligned/train_00108_aligned.jpg,4,0
108,108,108,108,Database/basic/Image/aligned/train_00109_aligned.jpg,5,1
109,109,109,109,Database/basic/Image/aligned/train_00110_aligned.jpg,1,0
110,110,110,110,Database/basic/Image/aligned/train_00111_aligned.jpg,1,0
111,111,111,111,Database/basic/Image/aligned/train_00112_aligned.jpg,1,0
112,112,112,112,Database/basic/Image/aligned/train_00113_aligned.jpg,1,0
113,113,113,113,Database/basic/Image/aligned/train_00114_aligned.jpg,1,0
114,114,114,114,Database/basic/Image/aligned/train_00115_aligned.jpg,5,1
115,115,115,115,Database/basic/Image/aligned/train_00116_aligned.jpg,4,0
116,116,116,116,Database/basic/Image/aligned/train_00117_aligned.jpg,4,0
117,117,117,117,Database/basic/Image/aligned/train_00118_aligned.jpg,6,1
118,118,118,118,Database/basic/Image/aligned/train_00119_aligned.jpg,5,1
119,119,119,119,Database/basic/Image/aligned/train_00120_aligned.jpg,3,1
120,120,120,120,Database/basic/Image/aligned/train_00121_aligned.jpg,4,0
121,121,121,121,Database/basic/Image/aligned/train_00122_aligned.jpg,4,0
122,122,122,122,Database/basic/Image/aligned/train_00123_aligned.jpg,4,0
123,123,123,123,Database/basic/Image/aligned/train_00124_aligned.jpg,4,0
124,124,124,124,Database/basic/Image/aligned/train_00125_aligned.jpg,1,0
125,125,125,125,Database/basic/Image/aligned/train_00126_aligned.jpg,1,0
126,126,126,126,Database/basic/Image/aligned/train_00127_aligned.jpg,4,0
127,127,127,127,Database/basic/Image/aligned/train_00128_aligned.jpg,4,0
128,128,128,128,Database/basic/Image/aligned/train_00129_aligned.jpg,1,0
129,129,129,129,Database/basic/Image/aligned/train_00130_aligned.jpg,5,1
130,130,130,130,Database/basic/Image/aligned/train_00131_aligned.jpg,6,1
131,131,131,131,Database/basic/Image/aligned/train_00132_aligned.jpg,4,0
132,132,132,132,Database/basic/Image/aligned/train_00133_aligned.jpg,4,0
133,133,133,133,Database/basic/Image/aligned/train_00134_aligned.jpg,6,1
134,134,134,134,Database/basic/Image/aligned/train_00135_aligned.jpg,4,0
135,135,135,135,Database/basic/Image/aligned/train_00136_aligned.jpg,1,0
136,136,136,136,Database/basic/Image/aligned/train_00137_aligned.jpg,1,0
137,137,137,137,Database/basic/Image/aligned/train_00138_aligned.jpg,4,0
138,138,138,138,Database/basic/Image/aligned/train_00139_aligned.jpg,5,1
139,139,139,139,Database/basic/Image/aligned/train_00140_aligned.jpg,6,1
140,140,140,140,Database/basic/Image/aligned/train_00141_aligned.jpg,4,0
141,141,141,141,Database/basic/Image/aligned/train_00142_aligned.jpg,5,1
142,142,142,142,Database/basic/Image/aligned/train_00143_aligned.jpg,6,1
143,143,143,143,Database/basic/Image/aligned/train_00144_aligned.jpg,5,1
144,144,144,144,Database/basic/Image/aligned/train_00145_aligned.jpg,6,1
145,145,145,145,Database/basic/Image/aligned/train_00146_aligned.jpg,4,0
146,146,146,146,Database/basic/Image/aligned/train_00147_aligned.jpg,1,0
147,147,147,147,Database/basic/Image/aligned/train_00148_aligned.jpg,4,0
148,148,148,148,Database/basic/Image/aligned/train_00149_aligned.jpg,4,0
149,149,149,149,Database/basic/Image/aligned/train_00150_aligned.jpg,6,1
150,150,150,150,Database/basic/Image/aligned/train_00151_aligned.jpg,1,0
151,151,151,151,Database/basic/Image/aligned/train_00152_aligned.jpg,4,0
152,152,152,152,Database/basic/Image/aligned/train_00153_aligned.jpg,4,0
153,153,153,153,Database/basic/Image/aligned/train_00154_aligned.jpg,1,0
154,154,154,154,Database/basic/Image/aligned/train_00155_aligned.jpg,5,1
155,155,155,155,Database/basic/Image/aligned/train_00156_aligned.jpg,1,0
156,156,156,156,Database/basic/Image/aligned/train_00157_aligned.jpg,6,1
157,157,157,157,Database/basic/Image/aligned/train_00158_aligned.jpg,5,1
158,158,158,158,Database/basic/Image/aligned/train_00159_aligned.jpg,4,0
159,159,159,159,Database/basic/Image/aligned/train_00160_aligned.jpg,5,1
160,160,160,160,Database/basic/Image/aligned/train_00161_aligned.jpg,4,0
161,161,161,161,Database/basic/Image/aligned/train_00162_aligned.jpg,4,0
162,162,162,162,Database/basic/Image/aligned/train_00163_aligned.jpg,5,1
163,163,163,163,Database/basic/Image/aligned/train_00164_aligned.jpg,6,1
164,164,164,164,Database/basic/Image/aligned/train_00165_aligned.jpg,5,1
165,165,165,165,Database/basic/Image/aligned/train_00166_aligned.jpg,1,0
166,166,166,166,Database/basic/Image/aligned/train_00167_aligned.jpg,4,0
167,167,167,167,Database/basic/Image/aligned/train_00168_aligned.jpg,4,0
168,168,168,168,Database/basic/Image/aligned/train_00169_aligned.jpg,4,0
169,169,169,169,Database/basic/Image/aligned/train_00170_aligned.jpg,1,0
170,170,170,170,Database/basic/Image/aligned/train_00171_aligned.jpg,5,1
171,171,171,171,Database/basic/Image/aligned/train_00172_aligned.jpg,4,0
172,172,172,172,Database/basic/Image/aligned/train_00173_aligned.jpg,4,0
173,173,173,173,Database/basic/Image/aligned/train_00174_aligned.jpg,4,0
174,174,174,174,Database/basic/Image/aligned/train_00175_aligned.jpg,1,0
175,175,175,175,Database/basic/Image/aligned/train_00176_aligned.jpg,4,0
176,176,176,176,Database/basic/Image/aligned/train_00177_aligned.jpg,4,0
177,177,177,177,Database/basic/Image/aligned/train_00178_aligned.jpg,4,0
178,178,178,178,Database/basic/Image/aligned/train_00179_aligned.jpg,4,0
179,179,179,179,Database/basic/Image/aligned/train_00180_aligned.jpg,4,0
180,180,180,180,Database/basic/Image/aligned/train_00181_aligned.jpg,1,0
181,181,181,181,Database/basic/Image/aligned/train_00182_aligned.jpg,1,0
182,182,182,182,Database/basic/Image/aligned/train_00183_aligned.jpg,4,0
183,183,183,183,Database/basic/Image/aligned/train_00184_aligned.jpg,4,0
184,184,184,184,Database/basic/Image/aligned/train_00185_aligned.jpg,4,0
185,185,185,185,Database/basic/Image/aligned/train_00186_aligned.jpg,3,1
186,186,186,186,Database/basic/Image/aligned/train_00187_aligned.jpg,4,0
187,187,187,187,Database/basic/Image/aligned/train_00188_aligned.jpg,4,0
188,188,188,188,Database/basic/Image/aligned/train_00189_aligned.jpg,4,0
189,189,189,189,Database/basic/Image/aligned/train_00190_aligned.jpg,4,0
190,190,190,190,Database/basic/Image/aligned/train_00191_aligned.jpg,4,0
191,191,191,191,Database/basic/Image/aligned/train_00192_aligned.jpg,4,0
192,192,192,192,Database/basic/Image/aligned/train_00193_aligned.jpg,4,0
193,193,193,193,Database/basic/Image/aligned/train_00194_aligned.jpg,5,1
194,194,194,194,Database/basic/Image/aligned/train_00195_aligned.jpg,4,0
195,195,195,195,Database/basic/Image/aligned/train_00196_aligned.jpg,4,0
196,196,196,196,Database/basic/Image/aligned/train_00197_aligned.jpg,4,0
197,197,197,197,Database/basic/Image/aligned/train_00198_aligned.jpg,4,0
198,198,198,198,Database/basic/Image/aligned/train_00199_aligned.jpg,5,1
199,199,199,199,Database/basic/Image/aligned/train_00200_aligned.jpg,1,0
200,200,200,200,Database/basic/Image/aligned/train_00201_aligned.jpg,4,0
201,201,201,201,Database/basic/Image/aligned/train_00202_aligned.jpg,4,0
202,202,202,202,Database/basic/Image/aligned/train_00203_aligned.jpg,4,0
203,203,203,203,Database/basic/Image/aligned/train_00204_aligned.jpg,1,0
204,204,204,204,Database/basic/Image/aligned/train_00205_aligned.jpg,4,0
205,205,205,205,Database/basic/Image/aligned/train_00206_aligned.jpg,6,1
206,206,206,206,Database/basic/Image/aligned/train_00207_aligned.jpg,3,1
207,207,207,207,Database/basic/Image/aligned/train_00208_aligned.jpg,6,1
208,208,208,208,Database/basic/Image/aligned/train_00209_aligned.jpg,4,0
209,209,209,209,Database/basic/Image/aligned/train_00210_aligned.jpg,4,0
210,210,210,210,Database/basic/Image/aligned/train_00211_aligned.jpg,4,0
211,211,211,211,Database/basic/Image/aligned/train_00212_aligned.jpg,4,0
212,212,212,212,Database/basic/Image/aligned/train_00213_aligned.jpg,1,0
213,213,213,213,Database/basic/Image/aligned/train_00214_aligned.jpg,5,1
214,214,214,214,Database/basic/Image/aligned/train_00215_aligned.jpg,4,0
215,215,215,215,Database/basic/Image/aligned/train_00216_aligned.jpg,5,1
216,216,216,216,Database/basic/Image/aligned/train_00217_aligned.jpg,3,1
217,217,217,217,Database/basic/Image/aligned/train_00218_aligned.jpg,3,1
218,218,218,218,Database/basic/Image/aligned/train_00219_aligned.jpg,4,0
219,219,219,219,Database/basic/Image/aligned/train_00220_aligned.jpg,4,0
220,220,220,220,Database/basic/Image/aligned/train_00221_aligned.jpg,5,1
221,221,221,221,Database/basic/Image/aligned/train_00222_aligned.jpg,5,1
222,222,222,222,Database/basic/Image/aligned/train_00223_aligned.jpg,1,0
223,223,223,223,Database/basic/Image/aligned/train_00224_aligned.jpg,4,0
224,224,224,224,Database/basic/Image/aligned/train_00225_aligned.jpg,4,0
225,225,225,225,Database/basic/Image/aligned/train_00226_aligned.jpg,4,0
226,226,226,226,Database/basic/Image/aligned/train_00227_aligned.jpg,4,0
227,227,227,227,Database/basic/Image/aligned/train_00228_aligned.jpg,4,0
228,228,228,228,Database/basic/Image/aligned/train_00229_aligned.jpg,4,0
229,229,229,229,Database/basic/Image/aligned/train_00230_aligned.jpg,1,0
230,230,230,230,Database/basic/Image/aligned/train_00231_aligned.jpg,5,1
231,231,231,231,Database/basic/Image/aligned/train_00232_aligned.jpg,4,0
232,232,232,232,Database/basic/Image/aligned/train_00233_aligned.jpg,4,0
233,233,233,233,Database/basic/Image/aligned/train_00234_aligned.jpg,4,0
234,234,234,234,Database/basic/Image/aligned/train_00235_aligned.jpg,4,0
235,235,235,235,Database/basic/Image/aligned/train_00236_aligned.jpg,5,1
236,236,236,236,Database/basic/Image/aligned/train_00237_aligned.jpg,6,1
237,237,237,237,Database/basic/Image/aligned/train_00238_aligned.jpg,5,1
238,238,238,238,Database/basic/Image/aligned/train_00239_aligned.jpg,1,0
239,239,239,239,Database/basic/Image/aligned/train_00240_aligned.jpg,4,0
240,240,240,240,Database/basic/Image/aligned/train_00241_aligned.jpg,4,0
241,241,241,241,Database/basic/Image/aligned/train_00242_aligned.jpg,5,1
242,242,242,242,Database/basic/Image/aligned/train_00243_aligned.jpg,1,0
243,243,243,243,Database/basic/Image/aligned/train_00244_aligned.jpg,4,0
244,244,244,244,Database/basic/Image/aligned/train_00245_aligned.jpg,4,0
245,245,245,245,Database/basic/Image/aligned/train_00246_aligned.jpg,4,0
246,246,246,246,Database/basic/Image/aligned/train_00247_aligned.jpg,1,0
247,247,247,247,Database/basic/Image/aligned/train_00248_aligned.jpg,5,1
248,248,248,248,Database/basic/Image/aligned/train_00249_aligned.jpg,5,1
249,249,249,249,Database/basic/Image/aligned/train_00250_aligned.jpg,4,0
250,250,250,250,Database/basic/Image/aligned/train_00251_aligned.jpg,5,1
251,251,251,251,Database/basic/Image/aligned/train_00252_aligned.jpg,5,1
252,252,252,252,Database/basic/Image/aligned/train_00253_aligned.jpg,5,1
253,253,253,253,Database/basic/Image/aligned/train_00254_aligned.jpg,4,0
254,254,254,254,Database/basic/Image/aligned/train_00255_aligned.jpg,4,0
255,255,255,255,Database/basic/Image/aligned/train_00256_aligned.jpg,4,0
256,256,256,256,Database/basic/Image/aligned/train_00257_aligned.jpg,4,0
257,257,257,257,Database/basic/Image/aligned/train_00258_aligned.jpg,4,0
258,258,258,258,Database/basic/Image/aligned/train_00259_aligned.jpg,1,0
259,259,259,259,Database/basic/Image/aligned/train_00260_aligned.jpg,4,0
260,260,260,260,Database/basic/Image/aligned/train_00261_aligned.jpg,1,0
261,261,261,261,Database/basic/Image/aligned/train_00262_aligned.jpg,5,1
262,262,262,262,Database/basic/Image/aligned/train_00263_aligned.jpg,5,1
263,263,263,263,Database/basic/Image/aligned/train_00264_aligned.jpg,4,0
264,264,264,264,Database/basic/Image/aligned/train_00265_aligned.jpg,4,0
265,265,265,265,Database/basic/Image/aligned/train_00266_aligned.jpg,4,0
266,266,266,266,Database/basic/Image/aligned/train_00267_aligned.jpg,4,0
267,267,267,267,Database/basic/Image/aligned/train_00268_aligned.jpg,4,0
268,268,268,268,Database/basic/Image/aligned/train_00269_aligned.jpg,5,1
269,269,269,269,Database/basic/Image/aligned/train_00270_aligned.jpg,1,0
270,270,270,270,Database/basic/Image/aligned/train_00271_aligned.jpg,5,1
271,271,271,271,Database/basic/Image/aligned/train_00272_aligned.jpg,5,1
272,272,272,272,Database/basic/Image/aligned/train_00273_aligned.jpg,5,1
273,273,273,273,Database/basic/Image/aligned/train_00274_aligned.jpg,4,0
274,274,274,274,Database/basic/Image/aligned/train_00275_aligned.jpg,4,0
275,275,275,275,Database/basic/Image/aligned/train_00276_aligned.jpg,4,0
276,276,276,276,Database/basic/Image/aligned/train_00277_aligned.jpg,5,1
277,277,277,277,Database/basic/Image/aligned/train_00278_aligned.jpg,1,0
278,278,278,278,Database/basic/Image/aligned/train_00279_aligned.jpg,4,0
279,279,279,279,Database/basic/Image/aligned/train_00280_aligned.jpg,4,0
280,280,280,280,Database/basic/Image/aligned/train_00281_aligned.jpg,4,0
281,281,281,281,Database/basic/Image/aligned/train_00282_aligned.jpg,4,0
282,282,282,282,Database/basic/Image/aligned/train_00283_aligned.jpg,5,1
283,283,283,283,Database/basic/Image/aligned/train_00284_aligned.jpg,5,1
284,284,284,284,Database/basic/Image/aligned/train_00285_aligned.jpg,5,1
285,285,285,285,Database/basic/Image/aligned/train_00286_aligned.jpg,5,1
286,286,286,286,Database/basic/Image/aligned/train_00287_aligned.jpg,5,1
287,287,287,287,Database/basic/Image/aligned/train_00288_aligned.jpg,5,1
288,288,288,288,Database/basic/Image/aligned/train_00289_aligned.jpg,5,1
289,289,289,289,Database/basic/Image/aligned/train_00290_aligned.jpg,4,0
290,290,290,290,Database/basic/Image/aligned/train_00291_aligned.jpg,5,1
291,291,291,291,Database/basic/Image/aligned/train_00292_aligned.jpg,4,0
292,292,292,292,Database/basic/Image/aligned/train_00293_aligned.jpg,4,0
293,293,293,293,Database/basic/Image/aligned/train_00294_aligned.jpg,3,1
294,294,294,294,Database/basic/Image/aligned/train_00295_aligned.jpg,6,1
295,295,295,295,Database/basic/Image/aligned/train_00296_aligned.jpg,3,1
296,296,296,296,Database/basic/Image/aligned/train_00297_aligned.jpg,1,0
297,297,297,297,Database/basic/Image/aligned/train_00298_aligned.jpg,4,0
298,298,298,298,Database/basic/Image/aligned/train_00299_aligned.jpg,5,1
299,299,299,299,Database/basic/Image/aligned/train_00300_aligned.jpg,4,0
300,300,300,300,Database/basic/Image/aligned/train_00301_aligned.jpg,4,0
301,301,301,301,Database/basic/Image/aligned/train_00302_aligned.jpg,4,0
302,302,302,302,Database/basic/Image/aligned/train_00303_aligned.jpg,4,0
303,303,303,303,Database/basic/Image/aligned/train_00304_aligned.jpg,1,0
304,304,304,304,Database/basic/Image/aligned/train_00305_aligned.jpg,5,1
305,305,305,305,Database/basic/Image/aligned/train_00306_aligned.jpg,5,1
306,306,306,306,Database/basic/Image/aligned/train_00307_aligned.jpg,4,0
307,307,307,307,Database/basic/Image/aligned/train_00308_aligned.jpg,4,0
308,308,308,308,Database/basic/Image/aligned/train_00309_aligned.jpg,4,0
309,309,309,309,Database/basic/Image/aligned/train_00310_aligned.jpg,4,0
310,310,310,310,Database/basic/Image/aligned/train_00311_aligned.jpg,4,0
311,311,311,311,Database/basic/Image/aligned/train_00312_aligned.jpg,4,0
312,312,312,312,Database/basic/Image/aligned/train_00313_aligned.jpg,4,0
313,313,313,313,Database/basic/Image/aligned/train_00314_aligned.jpg,4,0
314,314,314,314,Database/basic/Image/aligned/train_00315_aligned.jpg,4,0
315,315,315,315,Database/basic/Image/aligned/train_00316_aligned.jpg,4,0
316,316,316,316,Database/basic/Image/aligned/train_00317_aligned.jpg,4,0
317,317,317,317,Database/basic/Image/aligned/train_00318_aligned.jpg,4,0
318,318,318,318,Database/basic/Image/aligned/train_00319_aligned.jpg,5,1
319,319,319,319,Database/basic/Image/aligned/train_00320_aligned.jpg,4,0
320,320,320,320,Database/basic/Image/aligned/train_00321_aligned.jpg,6,1
321,321,321,321,Database/basic/Image/aligned/train_00322_aligned.jpg,5,1
322,322,322,322,Database/basic/Image/aligned/train_00323_aligned.jpg,1,0
323,323,323,323,Database/basic/Image/aligned/train_00324_aligned.jpg,1,0
324,324,324,324,Database/basic/Image/aligned/train_00325_aligned.jpg,5,1
325,325,325,325,Database/basic/Image/aligned/train_00326_aligned.jpg,4,0
326,326,326,326,Database/basic/Image/aligned/train_00327_aligned.jpg,4,0
327,327,327,327,Database/basic/Image/aligned/train_00328_aligned.jpg,1,0
328,328,328,328,Database/basic/Image/aligned/train_00329_aligned.jpg,4,0
329,329,329,329,Database/basic/Image/aligned/train_00330_aligned.jpg,4,0
330,330,330,330,Database/basic/Image/aligned/train_00331_aligned.jpg,4,0
331,331,331,331,Database/basic/Image/aligned/train_00332_aligned.jpg,4,0
332,332,332,332,Database/basic/Image/aligned/train_00333_aligned.jpg,4,0
333,333,333,333,Database/basic/Image/aligned/train_00334_aligned.jpg,4,0
334,334,334,334,Database/basic/Image/aligned/train_00335_aligned.jpg,4,0
335,335,335,335,Database/basic/Image/aligned/train_00336_aligned.jpg,5,1
336,336,336,336,Database/basic/Image/aligned/train_00337_aligned.jpg,4,0
337,337,337,337,Database/basic/Image/aligned/train_00338_aligned.jpg,4,0
338,338,338,338,Database/basic/Image/aligned/train_00339_aligned.jpg,6,1
339,339,339,339,Database/basic/Image/aligned/train_00340_aligned.jpg,6,1
340,340,340,340,Database/basic/Image/aligned/train_00341_aligned.jpg,1,0
341,341,341,341,Database/basic/Image/aligned/train_00342_aligned.jpg,5,1
342,342,342,342,Database/basic/Image/aligned/train_00343_aligned.jpg,1,0
343,343,343,343,Database/basic/Image/aligned/train_00344_aligned.jpg,4,0
344,344,344,344,Database/basic/Image/aligned/train_00345_aligned.jpg,5,1
345,345,345,345,Database/basic/Image/aligned/train_00346_aligned.jpg,4,0
346,346,346,346,Database/basic/Image/aligned/train_00347_aligned.jpg,5,1
347,347,347,347,Database/basic/Image/aligned/train_00348_aligned.jpg,4,0
348,348,348,348,Database/basic/Image/aligned/train_00349_aligned.jpg,5,1
349,349,349,349,Database/basic/Image/aligned/train_00350_aligned.jpg,4,0
350,350,350,350,Database/basic/Image/aligned/train_00351_aligned.jpg,4,0
351,351,351,351,Database/basic/Image/aligned/train_00352_aligned.jpg,4,0
352,352,352,352,Database/basic/Image/aligned/train_00353_aligned.jpg,4,0
353,353,353,353,Database/basic/Image/aligned/train_00354_aligned.jpg,1,0
354,354,354,354,Database/basic/Image/aligned/train_00355_aligned.jpg,4,0
355,355,355,355,Database/basic/Image/aligned/train_00356_aligned.jpg,5,1
356,356,356,356,Database/basic/Image/aligned/train_00357_aligned.jpg,4,0
357,357,357,357,Database/basic/Image/aligned/train_00358_aligned.jpg,4,0
358,358,358,358,Database/basic/Image/aligned/train_00359_aligned.jpg,1,0
359,359,359,359,Database/basic/Image/aligned/train_00360_aligned.jpg,4,0
360,360,360,360,Database/basic/Image/aligned/train_00361_aligned.jpg,6,1
361,361,361,361,Database/basic/Image/aligned/train_00362_aligned.jpg,6,1
362,362,362,362,Database/basic/Image/aligned/train_00363_aligned.jpg,4,0
363,363,363,363,Database/basic/Image/aligned/train_00364_aligned.jpg,5,1
364,364,364,364,Database/basic/Image/aligned/train_00365_aligned.jpg,4,0
365,365,365,365,Database/basic/Image/aligned/train_00366_aligned.jpg,4,0
